,item,Correct,gap,island,C1,C2,Response
0,7,FALSE,no,prep_obj_island,She knows that the doorman accepted the delivery for Sarah,She knows who the doorman accepted the delivery for Sarah," ""She knows who the doorman accepted the delivery for Sarah"""
0,8,FALSE,no,prep_obj_island,We all remember that the mailman lost the package for Robert,We all remember who the mailman lost the package for Robert," ""We all remember who the mailman lost the package for Robert"""
0,9,TRUE,no,prep_obj_island,My friend reported that we listened to the symphony by Mozart,My friend reported who we listened to the symphony by Mozart," ""My friend reported that we listened to the symphony by Mozart yesterday night."""
0,11,FALSE,no,prep_obj_island,She can guess that my friend wrote a forward for the new manuscript,She can guess what my friend wrote a forward for the new manuscript," ""She can guess what my friend wrote a forward for the new manuscript"""
0,12,TRUE,no,prep_obj_island,The newspaper reported that she made the salad dressing from a mix of oil and vinegar,The newspaper reported what she made the salad dressing from a mix of oil and vinegar," ""The newspaper reported that she made the salad dressing from a mix of oil and vinegar"""
0,13,FALSE,no,prep_obj_island,We recall that the blogger drafted a critique of the fossil fuel industry,We recall what the blogger drafted a critique of the fossil fuel industry," ""We recall what the blogger drafted a critique of the fossil fuel industry"""
0,14,FALSE,no,prep_obj_island,I remember that the politician wrote a diatribe against the mayor,I remember who the politician wrote a diatribe against the mayor," ""I remember who the politician wrote a diatribe against the mayor"""
0,15,FALSE,no,prep_obj_island,Our friend guessed that we saw a picture of the convict,Our friend guessed who we saw a picture of the convict," ""Our friend guessed who we saw a picture of the convict"""
0,16,TRUE,no,prep_obj_island,The mayor told me that the newspapers printed a photograph of the general,The mayor told me who the newspapers printed a photograph of the general," ""The mayor told me that the newspapers printed a photograph of the general"""
0,17,FALSE,no,prep_obj_island,My friend remembers that the monk penned a description of abbey life,My friend remembers what the monk penned a description of abbey life," ""My friend remembers what the monk penned a description of abbey life"""
0,18,TRUE,no,prep_obj_island,The newspaper said that I picked out the present for Simon,The newspaper said who I picked out the present for Simon," ""The newspaper said that I picked out the present for Simon"""
0,19,TRUE,no,prep_obj_island,Our neighbor said that she won the argument about childcare,Our neighbor said what she won the argument about childcare," ""Our neighbor said that she won the argument about childcare"""
0,20,TRUE,no,prep_obj_island,My friend told me that he wrote a proposal for the board,My friend told me who he wrote a proposal for the board," ""My friend told me that he wrote a proposal for the board"""
0,21,TRUE,no,prep_obj_island,She can not believe that we attended a conference on cell evolution,She can not believe what we attended a conference on cell evolution," ""She can not believe that we attended a conference on cell evolution"""
0,1,NA,yes,prep_obj_island,I know that your tears signaled an indication of,I know what your tears signaled an indication of," ""I know what your tears signaled an indication of"""
0,2,NA,yes,prep_obj_island,I remember that we all pitched in to buy the gift for,I remember who we all pitched in to buy the gift for," ""I remember that we all pitched in to buy the gift for"""
0,3,NA,yes,prep_obj_island,The newspaper reported that the critics reviewed the novel by,The newspaper reported who the critics reviewed the novel by," ""The newspaper reported that the critics reviewed the novel by"""
0,4,NA,yes,prep_obj_island,I know that the family bought the painting by,I know who the family bought the painting by," ""I know who the family bought the painting by"""
0,5,NA,yes,prep_obj_island,You remember that the spy sold the instructions for,You remember what the spy sold the instructions for," ""You remember what the spy sold the instructions for"""
0,6,NA,yes,prep_obj_island,She told me that he has had an allergy to,She told me what he has had an allergy to," ""She told me that he has had an allergy to"""
0,7,NA,yes,prep_obj_island,She knows that the doorman accepted the delivery for,She knows who the doorman accepted the delivery for," ""She knows who the doorman accepted the delivery for"""
0,8,NA,yes,prep_obj_island,We all remember that the mailman lost the package for,We all remember who the mailman lost the package for," ""We all remember that the mailman lost the package for"""
0,9,NA,yes,prep_obj_island,My friend reported that we listened to the symphony by,My friend reported who we listened to the symphony by," ""My friend reported that we listened to the symphony by"""
0,11,NA,yes,prep_obj_island,She can guess that my friend wrote a forward for,She can guess what my friend wrote a forward for," ""She can guess what my friend wrote a forward for"""
0,12,NA,yes,prep_obj_island,The newspaper reported that she made the salad dressing from a mix of,The newspaper reported what she made the salad dressing from a mix of," ""The newspaper reported that she made the salad dressing from a mix of"""
0,13,NA,yes,prep_obj_island,We recall that the blogger drafted a critique of,We recall what the blogger drafted a critique of," ""We recall what the blogger drafted a critique of"""
0,14,NA,yes,prep_obj_island,I remember that the politician wrote a diatribe against,I remember who the politician wrote a diatribe against," ""I remember who the politician wrote a diatribe against"""
0,15,NA,yes,prep_obj_island,Our friend guessed that we saw a picture of,Our friend guessed who we saw a picture of," ""Our friend guessed that we saw a picture of"""
0,16,NA,yes,prep_obj_island,The mayor told me that the newspapers printed a photograph of,The mayor told me who the newspapers printed a photograph of," ""The mayor told me that the newspapers printed a photograph of"""
0,17,NA,yes,prep_obj_island,My friend remembers that the monk penned a description of,My friend remembers what the monk penned a description of," ""My friend remembers what the monk penned a description of"""
0,18,NA,yes,prep_obj_island,The newspaper said that I picked out the present for,The newspaper said who I picked out the present for," ""The newspaper said that I picked out the present for"""
0,19,NA,yes,prep_obj_island,Our neighbor said that she won the argument about,Our neighbor said what she won the argument about," ""Our neighbor said that she won the argument about"""
0,20,NA,yes,prep_obj_island,My friend told me that he wrote a proposal for,My friend told me who he wrote a proposal for," ""My friend told me that he wrote a proposal for"""
0,21,NA,yes,prep_obj_island,She can not believe that we attended a conference on,She can not believe what we attended a conference on," ""She can not believe that we attended a conference on"""
