,item,Correct,gap,island,C1,C2,Response
0,13,TRUE,yes,obj_noisland,We recall that the blogger drafted,We recall what the blogger drafted," ""We recall what the blogger drafted"""
0,14,TRUE,yes,obj_noisland,I remember that the politician wrote,I remember what the politician wrote," ""I remember what the politician wrote"""
0,15,TRUE,yes,obj_noisland,Our friend guessed that we saw,Our friend guessed what we saw," ""Our friend guessed what we saw"""
0,16,TRUE,yes,obj_noisland,The mayor told me that the newspapers printed,The mayor told me what the newspapers printed," ""The mayor told me what the newspapers printed"""
0,17,TRUE,yes,obj_noisland,My friend remembers that the monk penned,My friend remembers what the monk penned," ""My friend remembers what the monk penned"""
0,18,TRUE,yes,obj_noisland,The newspaper said that I picked out,The newspaper said what I picked out," ""The newspaper said what I picked out"""
0,19,FALSE,yes,obj_noisland,Our neighbor said that she won,Our neighbor said what she won," ""Our neighbor said that she won"""
0,20,TRUE,yes,obj_noisland,My friend told me that he wrote,My friend told me what he wrote," ""My friend told me what he wrote"""
0,21,FALSE,yes,obj_noisland,She can not believe that we attended,She can not believe what we attended," ""She can not believe that we attended"""
0,1,FALSE,no,rc_obj_island,I know that your tears signaled an indication which signaled depression,I know what your tears signaled an indication which signaled depression," ""I know what your tears signaled an indication which signaled depression"""
0,2,FALSE,no,rc_obj_island,I remember that we all pitched in to buy the gift which we bought Mary,I remember who we all pitched in to buy the gift which we bought Mary," ""I remember who we all pitched in to buy the gift which we bought Mary"""
0,3,TRUE,no,rc_obj_island,The newspaper reported that the critics reviewed the novel which provoked the famous author,The newspaper reported who the critics reviewed the novel which provoked the famous author," ""The newspaper reported that the critics reviewed the novel which provoked the famous author"""
0,4,FALSE,no,rc_obj_island,I know that the family bought the painting which depicted Monet,I know who the family bought the painting which depicted Monet," ""I know who the family bought the painting which depicted Monet"""
0,5,FALSE,no,rc_obj_island,You remember that the spy sold the instructions which showed how to operate the submarine,You remember what the spy sold the instructions which showed how to operate the submarine," ""You remember what the spy sold the instructions which showed how to operate the submarine, much to our regret."""
0,6,TRUE,no,rc_obj_island,She told me that he has had an allergy which is caused by peanuts,She told me what he has had an allergy which is caused by peanuts," ""She told me that he has had an allergy which is caused by peanuts"""
0,7,FALSE,no,rc_obj_island,She knows that the doorman accepted the delivery which shocked Sarah,She knows who the doorman accepted the delivery which shocked Sarah," ""She knows who the doorman accepted the delivery which shocked Sarah"""
0,8,FALSE,no,rc_obj_island,We all remember that the mailman lost the package which Sarah described to Robert,We all remember who the mailman lost the package which Sarah described to Robert," ""We all remember who the mailman lost the package which Sarah described to Robert"""
0,9,TRUE,no,rc_obj_island,My friend reported that we listened to the symphony which was dedicated to Mozart,My friend reported who we listened to the symphony which was dedicated to Mozart," ""My friend reported that we listened to the symphony which was dedicated to Mozart"""
0,11,FALSE,no,rc_obj_island,She can guess that my friend wrote a forward which introduced the new manuscript,She can guess what my friend wrote a forward which introduced the new manuscript," ""She can guess what my friend wrote a forward which introduced the new manuscript"""
0,12,FALSE,no,rc_obj_island,The newspaper reported that she made the salad dressing from a mix which included oil and vinegar,The newspaper reported what she made the salad dressing from a mix which included oil and vinegar," ""The newspaper reported what she made the salad dressing from a mix which included oil and vinegar"""
0,13,FALSE,no,rc_obj_island,We recall that the blogger drafted a critique which was aimed at the fossil fuel industry,We recall what the blogger drafted a critique which was aimed at the fossil fuel industry," ""We recall what the blogger drafted a critique which was aimed at the fossil fuel industry"""
0,14,FALSE,no,rc_obj_island,I remember that the politician wrote a diatribe that criticized the mayor,I remember who the politician wrote a diatribe that criticized the mayor," ""I remember who the politician wrote a diatribe that criticized the mayor"""
0,15,TRUE,no,rc_obj_island,Our friend guessed that we saw a picture which showed the convict,Our friend guessed who we saw a picture which showed the convict," ""Our friend guessed that we saw a picture which showed the convict"""
0,16,TRUE,no,rc_obj_island,The mayor told me that the newspapers printed a photograph which shocked the public,The mayor told me who the newspapers printed a photograph which shocked the public," ""The mayor told me that the newspapers printed a photograph which shocked the public"""
0,17,FALSE,no,rc_obj_island,My friend remembers that the monk penned a description which mocked abbey life,My friend remembers what the monk penned a description which mocked abbey life," ""My friend remembers what the monk penned a description which mocked abbey life"""
0,18,TRUE,no,rc_obj_island,The newspaper said that I picked out the present that we gave Simon,The newspaper said who I picked out the present that we gave Simon," ""The newspaper said that I picked out the present that we gave Simon"""
0,19,TRUE,no,rc_obj_island,Our neighbor said that she won the argument which concerned childcare,Our neighbor said what she won the argument which concerned childcare," ""Our neighbor said that she won the argument which concerned childcare"""
0,20,TRUE,no,rc_obj_island,My friend told me that he wrote a proposal which he will deliver to the board,My friend told me who he wrote a proposal which he will deliver to the board," ""My friend told me that he wrote a proposal which he will deliver to the board"""
0,21,FALSE,no,rc_obj_island,She can not believe that we attended a conference which popularized cell evolution,She can not believe what we attended a conference which popularized cell evolution," ""She can not believe what we attended a conference which popularized cell evolution"""
0,1,NA,yes,rc_obj_island,I know that your tears signaled an indication which signaled,I know what your tears signaled an indication which signaled," ""I know what your tears signaled an indication which signaled"""
0,2,NA,yes,rc_obj_island,I remember that we all pitched in to buy the gift which we bought,I remember who we all pitched in to buy the gift which we bought," ""I remember who we all pitched in to buy the gift which we bought"""
0,3,NA,yes,rc_obj_island,The newspaper reported that the critics reviewed the novel which provoked,The newspaper reported who the critics reviewed the novel which provoked," ""The newspaper reported that the critics reviewed the novel which provoked"""
0,4,NA,yes,rc_obj_island,I know that the family bought the painting which depicted,I know who the family bought the painting which depicted," ""I know who the family bought the painting which depicted"""
0,5,NA,yes,rc_obj_island,You remember that the spy sold the instructions which showed how to operate,You remember what the spy sold the instructions which showed how to operate," ""You remember what the spy sold the instructions which showed how to operate"""
0,6,NA,yes,rc_obj_island,She told me that he has had an allergy which is caused by,She told me what he has had an allergy which is caused by," ""She told me that he has had an allergy which is caused by"""
0,7,NA,yes,rc_obj_island,She knows that the doorman accepted the delivery which shocked,She knows who the doorman accepted the delivery which shocked," ""She knows who the doorman accepted the delivery which shocked"""
0,8,NA,yes,rc_obj_island,We all remember that the mailman lost the package which Sarah described to,We all remember who the mailman lost the package which Sarah described to," ""We all remember that the mailman lost the package which Sarah described to"""
0,9,NA,yes,rc_obj_island,My friend reported that we listened to the symphony which was dedicated to,My friend reported who we listened to the symphony which was dedicated to," ""My friend reported that we listened to the symphony which was dedicated to"""
0,11,NA,yes,rc_obj_island,She can guess that my friend wrote a forward which introduced,She can guess what my friend wrote a forward which introduced," ""She can guess what my friend wrote a forward which introduced"""
0,12,NA,yes,rc_obj_island,The newspaper reported that she made the salad dressing from a mix which included,The newspaper reported what she made the salad dressing from a mix which included," ""The newspaper reported what she made the salad dressing from a mix which included"""
0,13,NA,yes,rc_obj_island,We recall that the blogger drafted a critique which was aimed at,We recall what the blogger drafted a critique which was aimed at," ""We recall what the blogger drafted a critique which was aimed at"""
0,14,NA,yes,rc_obj_island,I remember that the politician wrote a diatribe that criticized,I remember who the politician wrote a diatribe that criticized," ""I remember who the politician wrote a diatribe that criticized"""
0,15,NA,yes,rc_obj_island,Our friend guessed that we saw a picture which showed,Our friend guessed who we saw a picture which showed," ""Our friend guessed that we saw a picture which showed"""
0,16,NA,yes,rc_obj_island,The mayor told me that the newspapers printed a photograph which shocked,The mayor told me who the newspapers printed a photograph which shocked," ""The mayor told me that the newspapers printed a photograph which shocked"""
0,17,NA,yes,rc_obj_island,My friend remembers that the monk penned a description which mocked,My friend remembers what the monk penned a description which mocked," ""My friend remembers what the monk penned a description which mocked"""
0,18,NA,yes,rc_obj_island,The newspaper said that I picked out the present that we gave,The newspaper said who I picked out the present that we gave," ""The newspaper said that I picked out the present that we gave"""
0,19,NA,yes,rc_obj_island,Our neighbor said that she won the argument which concerned,Our neighbor said what she won the argument which concerned," ""Our neighbor said that she won the argument which concerned"""
0,20,NA,yes,rc_obj_island,My friend told me that he wrote a proposal which he will deliver to,My friend told me who he wrote a proposal which he will deliver to," ""My friend told me that he wrote a proposal which he will deliver to"""
0,21,NA,yes,rc_obj_island,She can not believe that we attended a conference which popularized,She can not believe what we attended a conference which popularized," ""She can not believe what we attended a conference which popularized"""
