,item,Correct,gap,island,C1,C2,Response
0,7,NA,yes,adjunct,The husband saw that the woman cut her foot after the maid broke,The husband saw what the woman cut her foot after the maid broke," ""The husband saw what the woman cut her foot after the maid broke"""
0,8,NA,yes,adjunct,The administrator discovered that the professor was impressed after the students wrote about,The administrator discovered what the professor was impressed after the students wrote about," ""The administrator discovered what the professor was impressed after the students wrote about"""
0,9,NA,yes,adjunct,My mother recalled that lady nearly had a heart attack after the fireman rescued,My mother recalled what lady nearly had a heart attack after the fireman rescued," ""My mother recalled what lady nearly had a heart attack after the fireman rescued"""
0,10,NA,yes,adjunct,Our friend said that the salesman made a quick calculation before the customer offered to by,Our friend said what the salesman made a quick calculation before the customer offered to by," ""Our friend said that the salesman made a quick calculation before the customer offered to buy"""
0,11,NA,yes,adjunct,The memoir recounted that the coach took a drink of water while the tennis player was thinking about,The memoir recounted what the coach took a drink of water while the tennis player was thinking about," ""The memoir recounted what the coach took a drink of water while the tennis player was thinking about"""
0,12,NA,yes,adjunct,Your father noticed that the reporters took photographs while the author signed,Your father noticed what the reporters took photographs while the author signed," ""Your father noticed that the reporters took photographs while the author signed"""
0,13,NA,yes,adjunct,The report described that the police responded quickly after the zoo keeper lost track of,The report described what the police responded quickly after the zoo keeper lost track of," ""The report described what the police responded quickly after the zoo keeper lost track of"""
0,14,NA,yes,adjunct,The reporter said that the mayor smoked a cigar while the citizens talked about,The reporter said what the mayor smoked a cigar while the citizens talked about," ""The reporter said that the mayor smoked a cigar while the citizens talked about"""
0,15,NA,yes,adjunct,The assistant realized that the doctor napped while the nurse comforted,The assistant realized what the doctor napped while the nurse comforted," ""The assistant realized what the doctor napped while the nurse comforted"""
0,16,NA,yes,adjunct,Your friend said that the patron got angry after the librarian placed on the wrong shelf,Your friend said what the patron got angry after the librarian placed on the wrong shelf," ""Your friend said that the patron got angry after the librarian placed on the wrong shelf"""
0,17,NA,yes,adjunct,The witness realized that the interns made coffee while the lawyers shredded,The witness realized what the interns made coffee while the lawyers shredded," ""The witness realized what the interns made coffee while the lawyers shredded"""
0,18,NA,yes,adjunct,The article said that the waiter set the table while the chef prepared,The article said what the waiter set the table while the chef prepared," ""The article said that the waiter set the table while the chef prepared"""
0,19,NA,yes,adjunct,The insurance company concluded that the trucker swerved after the taxi driver hit,The insurance company concluded what the trucker swerved after the taxi driver hit," ""The insurance company concluded that the trucker swerved after the taxi driver hit"""
0,20,NA,yes,adjunct,The museum director realized that the security guard dozed while the burglar stole ,The museum director realized what the security guard dozed while the burglar stole ," ""The museum director realized what the security guard dozed while the burglar stole """
