,item,Correct,gap,island,C1,C2,Response
0,21,FALSE,no,rc_subj_island,She can not believe that a conference what cell evolution took place downtown,She can not believe what a conference what cell evolution took place downtown," ""She can not believe what a conference what cell evolution took place downtown"""
0,1,NA,yes,rc_subj_island,I know that an indication what caused us to recommend therapy,I know what an indication what caused us to recommend therapy," ""I know what an indication what caused us to recommend therapy"""
0,2,NA,yes,rc_subj_island,I remember that the gift who cost a lot of money,I remember who the gift who cost a lot of money," ""I remember that the gift who cost a lot of money"""
0,3,NA,yes,rc_subj_island,The newspaper reported that the novel who received favorable reviews,The newspaper reported who the novel who received favorable reviews," ""The newspaper reported that the novel who received favorable reviews"""
0,4,NA,yes,rc_subj_island,I know that the painting who fetched a high price at auction,I know who the painting who fetched a high price at auction," ""I know who the painting who fetched a high price at auction"""
0,5,NA,yes,rc_subj_island,You remember that the instructions what fell into the furnace,You remember what the instructions what fell into the furnace," ""You remember what the instructions what fell into the furnace"""
0,6,NA,yes,rc_subj_island,She told me that an allergy what causes him to avoid dining out,She told me what an allergy what causes him to avoid dining out," ""She told me that an allergy what causes him to avoid dining out"""
0,7,NA,yes,rc_subj_island,She knows that the delivery who arrived around noon,She knows who the delivery who arrived around noon," ""She knows that the delivery who arrived around noon"""
0,8,NA,yes,rc_subj_island,We all remember that the package who got lost in the mail,We all remember who the package who got lost in the mail," ""We all remember that the package who got lost in the mail"""
0,9,NA,yes,rc_subj_island,My friend reported that the symphony who moved my mother to tears,My friend reported who the symphony who moved my mother to tears," ""My friend reported that the symphony who moved my mother to tears"""
0,11,NA,yes,rc_subj_island,She can guess that a forward what claimed that Elvis is still alive,She can guess what a forward what claimed that Elvis is still alive," ""She can guess what a forward what claimed that Elvis is still alive"""
0,12,NA,yes,rc_subj_island,The newspaper reported that a mix what was used for the salad dressing,The newspaper reported what a mix what was used for the salad dressing," ""The newspaper reported what a mix what was used for the salad dressing"""
0,13,NA,yes,rc_subj_island,We recall that a critique what found support online,We recall what a critique what found support online," ""We recall what a critique what found support online"""
0,14,NA,yes,rc_subj_island,I remember that a diatribe who was published in the local newspaper,I remember who a diatribe who was published in the local newspaper," ""I remember that a diatribe who was published in the local newspaper yesterday night."""
0,15,NA,yes,rc_subj_island,Our friend guessed that a picture who appeared in the newspaper,Our friend guessed who a picture who appeared in the newspaper," ""Our friend guessed that a picture who appeared in the newspaper"""
0,16,NA,yes,rc_subj_island,The mayor told me that a photograph who was taken by the war correspondent,The mayor told me who a photograph who was taken by the war correspondent," ""The mayor told me that a photograph who was taken by the war correspondent"""
0,17,NA,yes,rc_subj_island,My friend remembers that a description what was disliked by the bishop,My friend remembers what a description what was disliked by the bishop," ""My friend remembers what a description what was disliked by the bishop"""
0,18,NA,yes,rc_subj_island,The newspaper said that the present who was imported from Italy,The newspaper said who the present who was imported from Italy," ""The newspaper said that the present who was imported from Italy"""
0,19,NA,yes,rc_subj_island,Our neighbor said that the argument what tore their marriage apart,Our neighbor said what the argument what tore their marriage apart," ""Our neighbor said what the argument what tore their marriage apart"""
0,20,NA,yes,rc_subj_island,My friend told me that a proposal who suggested increasing employe benefits,My friend told me who a proposal who suggested increasing employe benefits," ""My friend told me that a proposal who suggested increasing employe benefits"""
0,21,NA,yes,rc_subj_island,She can not believe that a conference what took place downtown,She can not believe what a conference what took place downtown," ""She can not believe what a conference what took place downtown"""
0,1,FALSE,no,prep_subj_island,I know that an indication of depression caused us to recommend therapy,I know what an indication of depression caused us to recommend therapy," ""I know what an indication of depression caused us to recommend therapy"""
0,2,TRUE,no,prep_subj_island,I remember that the gift for Mary cost a lot of money,I remember who the gift for Mary cost a lot of money," ""I remember that the gift for Mary cost a lot of money"""
0,3,TRUE,no,prep_subj_island,The newspaper reported that the novel by the famous author received favorable reviews,The newspaper reported who the novel by the famous author received favorable reviews," ""The newspaper reported that the novel by the famous author received favorable reviews"""
0,4,TRUE,no,prep_subj_island,I know that the painting by Monet fetched a high price at auction,I know who the painting by Monet fetched a high price at auction," ""I know that the painting by Monet fetched a high price at auction"""
0,5,TRUE,no,prep_subj_island,You remember that the instructions for the submarine fell into the furnace,You remember what the instructions for the submarine fell into the furnace," ""You remember that the instructions for the submarine fell into the furnace, much to our regret."""
0,6,TRUE,no,prep_subj_island,She told me that an allergy to peanuts causes him to avoid dining out,She told me what an allergy to peanuts causes him to avoid dining out," ""She told me that an allergy to peanuts causes him to avoid dining out ever since he was young."""
0,7,TRUE,no,prep_subj_island,She knows that the delivery for Sarah arrived around noon,She knows who the delivery for Sarah arrived around noon," ""She knows that the delivery for Sarah arrived around noon"""
0,8,TRUE,no,prep_subj_island,We all remember that the package for Robert got lost in the mail,We all remember who the package for Robert got lost in the mail," ""We all remember that the package for Robert got lost in the mail"""
0,9,TRUE,no,prep_subj_island,My friend reported that the symphony by Mozart moved my mother to tears,My friend reported who the symphony by Mozart moved my mother to tears," ""My friend reported that the symphony by Mozart moved my mother to tears"""
0,11,FALSE,no,prep_subj_island,She can guess that a forward for the new manuscript claimed that Elvis is still alive,She can guess what a forward for the new manuscript claimed that Elvis is still alive," ""She can guess what a forward for the new manuscript claimed that Elvis is still alive"""
0,12,FALSE,no,prep_subj_island,The newspaper reported that a mix of oil and vinegar was used for the salad dressing,The newspaper reported what a mix of oil and vinegar was used for the salad dressing," ""The newspaper reported what a mix of oil and vinegar was used for the salad dressing"""
0,13,FALSE,no,prep_subj_island,We recall that a critique of the fossil fuel industry found support online,We recall what a critique of the fossil fuel industry found support online," ""We recall what a critique of the fossil fuel industry found support online"""
0,14,TRUE,no,prep_subj_island,I remember that a diatribe against the mayor was published in the local newspaper,I remember who a diatribe against the mayor was published in the local newspaper," ""I remember that a diatribe against the mayor was published in the local newspaper"""
0,15,TRUE,no,prep_subj_island,Our friend guessed that a picture of the convict appeared in the newspaper,Our friend guessed who a picture of the convict appeared in the newspaper," ""Our friend guessed that a picture of the convict appeared in the newspaper yesterday afternoon."""
0,16,TRUE,no,prep_subj_island,The mayor told me that a photograph of the general was taken by the war correspondent,The mayor told me who a photograph of the general was taken by the war correspondent," ""The mayor told me that a photograph of the general was taken by the war correspondent"""
0,17,FALSE,no,prep_subj_island,My friend remembers that a description of abbey life was disliked by the bishop,My friend remembers what a description of abbey life was disliked by the bishop," ""My friend remembers what a description of abbey life was disliked by the bishop"""
0,18,TRUE,no,prep_subj_island,The newspaper said that the present for Simon was imported from Italy,The newspaper said who the present for Simon was imported from Italy," ""The newspaper said that the present for Simon was imported from Italy"""
0,19,TRUE,no,prep_subj_island,Our neighbor said that the argument about childcare tore their marriage apart,Our neighbor said what the argument about childcare tore their marriage apart," ""Our neighbor said that the argument about childcare tore their marriage apart"""
0,20,TRUE,no,prep_subj_island,My friend told me that a proposal for the board suggested increasing employe benefits,My friend told me who a proposal for the board suggested increasing employe benefits," ""My friend told me that a proposal for the board suggested increasing employe benefits"""
0,21,TRUE,no,prep_subj_island,She can not believe that a conference on cell evolution took place downtown,She can not believe what a conference on cell evolution took place downtown," ""She can not believe that a conference on cell evolution took place downtown"""
0,1,NA,yes,prep_subj_island,I know that an indication of caused us to recommend therapy,I know what an indication of caused us to recommend therapy," ""I know what an indication of caused us to recommend therapy"""
0,2,NA,yes,prep_subj_island,I remember that the gift for cost a lot of money,I remember who the gift for cost a lot of money," ""I remember that the gift for cost a lot of money"""
0,3,NA,yes,prep_subj_island,The newspaper reported that the novel by received favorable reviews,The newspaper reported who the novel by received favorable reviews," ""The newspaper reported that the novel by received favorable reviews"""
0,4,NA,yes,prep_subj_island,I know that the painting by fetched a high price at auction,I know who the painting by fetched a high price at auction," ""I know that the painting by fetched a high price at auction"""
0,5,NA,yes,prep_subj_island,You remember that the instructions for fell into the furnace,You remember what the instructions for fell into the furnace," ""You remember what the instructions for fell into the furnace"""
0,6,NA,yes,prep_subj_island,She told me that an allergy to causes him to avoid dining out,She told me what an allergy to causes him to avoid dining out," ""She told me that an allergy to causes him to avoid dining out"""
0,7,NA,yes,prep_subj_island,She knows that the delivery for arrived around noon,She knows who the delivery for arrived around noon," ""She knows that the delivery for arrived around noon"""
0,8,NA,yes,prep_subj_island,We all remember that the package for got lost in the mail,We all remember who the package for got lost in the mail," ""We all remember that the package for got lost in the mail"""
0,9,NA,yes,prep_subj_island,My friend reported that the symphony by moved my mother to tears,My friend reported who the symphony by moved my mother to tears," ""My friend reported that the symphony by moved my mother to tears"""
0,11,NA,yes,prep_subj_island,She can guess that a forward for claimed that Elvis is still alive,She can guess what a forward for claimed that Elvis is still alive," ""She can guess what a forward for claimed that Elvis is still alive"""
0,12,NA,yes,prep_subj_island,The newspaper reported that a mix of was used for the salad dressing,The newspaper reported what a mix of was used for the salad dressing," ""The newspaper reported what a mix of was used for the salad dressing"""
0,13,NA,yes,prep_subj_island,We recall that a critique of found support online,We recall what a critique of found support online," ""We recall what a critique of found support online"""
0,14,NA,yes,prep_subj_island,I remember that a diatribe against was published in the local newspaper,I remember who a diatribe against was published in the local newspaper," ""I remember that a diatribe against was published in the local newspaper"""
0,15,NA,yes,prep_subj_island,Our friend guessed that a picture of appeared in the newspaper,Our friend guessed who a picture of appeared in the newspaper," ""Our friend guessed that a picture of appeared in the newspaper"""
0,16,NA,yes,prep_subj_island,The mayor told me that a photograph of was taken by the war correspondent,The mayor told me who a photograph of was taken by the war correspondent," ""The mayor told me who a photograph of was taken by the war correspondent"""
0,17,NA,yes,prep_subj_island,My friend remembers that a description of was disliked by the bishop,My friend remembers what a description of was disliked by the bishop," ""My friend remembers what a description of was disliked by the bishop"""
0,18,NA,yes,prep_subj_island,The newspaper said that the present for was imported from Italy,The newspaper said who the present for was imported from Italy," ""The newspaper said that the present for was imported from Italy"""
0,19,NA,yes,prep_subj_island,Our neighbor said that the argument about tore their marriage apart,Our neighbor said what the argument about tore their marriage apart," ""Our neighbor said what the argument about tore their marriage apart"""
0,20,NA,yes,prep_subj_island,My friend told me that a proposal for suggested increasing employe benefits,My friend told me who a proposal for suggested increasing employe benefits," ""My friend told me that a proposal for suggested increasing employe benefits"""
0,21,NA,yes,prep_subj_island,She can not believe that a conference on took place downtown,She can not believe what a conference on took place downtown," ""She can not believe that a conference on took place downtown"""
