,item,Correct,gap,island,C1,C2,Response
0,18,FALSE,yes,that,Our neighbor said what the professor intuits that the student despised,Our neighbor said that the professor intuits that the student despised," ""Our neighbor said that the professor intuits that the student despised"""
0,19,FALSE,yes,that,My friend told me who the consultant assumes that the university hired,My friend told me that the consultant assumes that the university hired," ""My friend told me that the consultant assumes that the university hired"""
0,20,FALSE,yes,that,She can not believe who I forgot that my good friend married,She can not believe that I forgot that my good friend married," ""She can not believe that I forgot that my good friend married"""
0,21,FALSE,yes,that,Our neighbor reminded us what she remembers that the tow truck hauled,Our neighbor reminded us that she remembers that the tow truck hauled," ""Our neighbor reminded us that she remembers that the tow truck hauled"""
0,22,FALSE,yes,that,The shop owner told me what the baker forgot that the restaurant prepared,The shop owner told me that the baker forgot that the restaurant prepared," ""The shop owner told me that the baker forgot that the restaurant prepared"""
0,23,FALSE,yes,that,My sister told me what our mother remembers that the newspaper published,My sister told me that our mother remembers that the newspaper published," ""My sister told me that our mother remembers that the newspaper published"""
0,24,FALSE,yes,that,We remember what the judge decided that the lawyer must shred,We remember that the judge decided that the lawyer must shred," ""We remember that the judge decided that the lawyer must shred"""
0,1,TRUE,no,whether,I know what my brother said whether our aunt devoured the cake,I know that my brother said whether our aunt devoured the cake," ""I know that my brother said whether our aunt devoured the cake"""
0,2,TRUE,no,whether,My neighbor told me what the fireman believes whether the dog caught the cat,My neighbor told me that the fireman believes whether the dog caught the cat," ""My neighbor told me that the fireman believes whether the dog caught the cat"""
0,3,TRUE,no,whether,I know what our assistant believes whether the committee delivered the report,I know that our assistant believes whether the committee delivered the report," ""I know that our assistant believes whether the committee delivered the report"""
0,4,TRUE,no,whether,You remember what I discovered whether the water ruined the new carpet,You remember that I discovered whether the water ruined the new carpet," ""You remember that I discovered whether the water ruined the new carpet"""
0,5,TRUE,no,whether,She told me what the teacher suspects whether the star student stole answers to the test,She told me that the teacher suspects whether the star student stole answers to the test," ""She told me that the teacher suspects whether the star student stole answers to the test"""
0,6,TRUE,no,whether,She knows what the expert can tell whether the collector forged the painting,She knows that the expert can tell whether the collector forged the painting," ""She knows that the expert can tell whether the collector forged the painting"""
0,7,TRUE,no,whether,We all remember what the politician said whether the convict smuggled a gun,We all remember that the politician said whether the convict smuggled a gun," ""We all remember that the politician said whether the convict smuggled a gun"""
0,8,TRUE,no,whether,My friend reported what the banker predicts whether the company will sell multiple assets,My friend reported that the banker predicts whether the company will sell multiple assets," ""My friend reported that the banker predicts whether the company will sell multiple assets"""
0,10,TRUE,no,whether,She can guess what our friend predicts whether the movie star will be awarded an oscar,She can guess that our friend predicts whether the movie star will be awarded an oscar," ""She can guess that our friend predicts whether the movie star will be awarded an oscar"""
0,11,TRUE,no,whether,The newspaper reported who the police know whether the suspect killed the witness,The newspaper reported that the police know whether the suspect killed the witness," ""The newspaper reported that the police know whether the suspect killed the witness"""
0,12,TRUE,no,whether,We recall who the old lady heard whether the hot tea warmed the young girl,We recall that the old lady heard whether the hot tea warmed the young girl," ""We recall that the old lady heard whether the hot tea warmed the young girl"""
0,13,TRUE,no,whether,I remember what the doctor decided whether the nurse should administer the new medicine,I remember that the doctor decided whether the nurse should administer the new medicine," ""I remember that the doctor decided whether the nurse should administer the new medicine"""
0,14,TRUE,no,whether,Our friend guessed what my friend discovered whether the gossip column revealed family secrets,Our friend guessed that my friend discovered whether the gossip column revealed family secrets," ""Our friend guessed that my friend discovered whether the gossip column revealed family secrets"""
0,15,TRUE,no,whether,The mayor told me what the town clerk heard whether the town repaired the parking lot,The mayor told me that the town clerk heard whether the town repaired the parking lot," ""The mayor told me that the town clerk heard whether the town repaired the parking lot"""
0,17,TRUE,no,whether,The newspaper said what the bureaucrat discovered whether the manager followed company regulations,The newspaper said that the bureaucrat discovered whether the manager followed company regulations," ""The newspaper said that the bureaucrat discovered whether the manager followed company regulations"""
0,18,TRUE,no,whether,Our neighbor said what the professor intuits whether the student despised the assigned materials,Our neighbor said that the professor intuits whether the student despised the assigned materials," ""Our neighbor said that the professor intuits whether the student despised the assigned materials"""
0,19,TRUE,no,whether,My friend told me who the consultant assumes whether the university hired a new administrator,My friend told me that the consultant assumes whether the university hired a new administrator," ""My friend told me that the consultant assumes whether the university hired a new administrator"""
0,20,TRUE,no,whether,She can not believe who I forgot whether my good friend married my cousin,She can not believe that I forgot whether my good friend married my cousin," ""She can not believe that I forgot whether my good friend married my cousin"""
0,21,TRUE,no,whether,Our neighbor reminded us what she remembers whether the tow truck hauled the wagon,Our neighbor reminded us that she remembers whether the tow truck hauled the wagon," ""Our neighbor reminded us that she remembers whether the tow truck hauled the wagon"""
0,22,TRUE,no,whether,The shop owner told me what the baker forgot whether the restaurant prepared a new recipe,The shop owner told me that the baker forgot whether the restaurant prepared a new recipe," ""The shop owner told me that the baker forgot whether the restaurant prepared a new recipe earlier that week."""
0,23,TRUE,no,whether,My sister told me what our mother remembers whether the newspaper published a scandalous story,My sister told me that our mother remembers whether the newspaper published a scandalous story," ""My sister told me that our mother remembers whether the newspaper published a scandalous story"""
0,24,TRUE,no,whether,We remember what the judge decided whether the lawyer must shred the evidence,We remember that the judge decided whether the lawyer must shred the evidence," ""We remember that the judge decided whether the lawyer must shred the evidence"""
0,1,NA,yes,whether,I know what my brother said whether our aunt devoured,I know that my brother said whether our aunt devoured," ""I know that my brother said whether our aunt devoured"""
0,2,NA,yes,whether,My neighbor told me what the fireman believes whether the dog caught,My neighbor told me that the fireman believes whether the dog caught," ""My neighbor told me that the fireman believes whether the dog caught"""
0,3,NA,yes,whether,I know what our assistant believes whether the committee delivered,I know that our assistant believes whether the committee delivered," ""I know that our assistant believes whether the committee delivered"""
0,4,NA,yes,whether,You remember what I discovered whether the water ruined,You remember that I discovered whether the water ruined," ""You remember that I discovered whether the water ruined"""
0,5,NA,yes,whether,She told me what the teacher suspects whether the star student stole,She told me that the teacher suspects whether the star student stole," ""She told me that the teacher suspects whether the star student stole"""
0,6,NA,yes,whether,She knows what the expert can tell whether the collector forged,She knows that the expert can tell whether the collector forged," ""She knows that the expert can tell whether the collector forged"""
0,7,NA,yes,whether,We all remember what the politician said whether the convict smuggled,We all remember that the politician said whether the convict smuggled," ""We all remember that the politician said whether the convict smuggled"""
0,8,NA,yes,whether,My friend reported what the banker predicts whether the company will sell,My friend reported that the banker predicts whether the company will sell," ""My friend reported that the banker predicts whether the company will sell"""
0,10,NA,yes,whether,She can guess what our friend predicts whether the movie star will be awarded,She can guess that our friend predicts whether the movie star will be awarded," ""She can guess that our friend predicts whether the movie star will be awarded""  for her hard work."
0,11,NA,yes,whether,The newspaper reported who the police know whether the suspect killed,The newspaper reported that the police know whether the suspect killed," ""The newspaper reported that the police know whether the suspect killed"""
0,12,NA,yes,whether,We recall who the old lady heard whether the hot tea warmed,We recall that the old lady heard whether the hot tea warmed," ""We recall that the old lady heard whether the hot tea warmed"""
0,13,NA,yes,whether,I remember what the doctor decided whether the nurse should administer,I remember that the doctor decided whether the nurse should administer," ""I remember that the doctor decided whether the nurse should administer"""
0,14,NA,yes,whether,Our friend guessed what my friend discovered whether the gossip column revealed,Our friend guessed that my friend discovered whether the gossip column revealed," ""Our friend guessed that my friend discovered whether the gossip column revealed"""
0,15,NA,yes,whether,The mayor told me what the town clerk heard whether the town repaired,The mayor told me that the town clerk heard whether the town repaired," ""The mayor told me that the town clerk heard whether the town repaired"""
0,17,NA,yes,whether,The newspaper said what the bureaucrat discovered whether the manager followed,The newspaper said that the bureaucrat discovered whether the manager followed," ""The newspaper said that the bureaucrat discovered whether the manager followed"""
0,18,NA,yes,whether,Our neighbor said what the professor intuits whether the student despised,Our neighbor said that the professor intuits whether the student despised," ""Our neighbor said that the professor intuits whether the student despised"""
0,19,NA,yes,whether,My friend told me who the consultant assumes whether the university hired,My friend told me that the consultant assumes whether the university hired," ""My friend told me that the consultant assumes whether the university hired"""
0,20,NA,yes,whether,She can not believe who I forgot whether my good friend married,She can not believe that I forgot whether my good friend married," ""She can not believe that I forgot whether my good friend married"""
0,21,NA,yes,whether,Our neighbor reminded us what she remembers whether the tow truck hauled,Our neighbor reminded us that she remembers whether the tow truck hauled," ""Our neighbor reminded us that she remembers whether the tow truck hauled"""
0,22,NA,yes,whether,The shop owner told me what the baker forgot whether the restaurant prepared,The shop owner told me that the baker forgot whether the restaurant prepared," ""The shop owner told me that the baker forgot whether the restaurant prepared"""
0,23,NA,yes,whether,My sister told me what our mother remembers whether the newspaper published,My sister told me that our mother remembers whether the newspaper published," ""My sister told me that our mother remembers whether the newspaper published"""
0,24,NA,yes,whether,We remember what the judge decided whether the lawyer must shred,We remember that the judge decided whether the lawyer must shred," ""We remember that the judge decided whether the lawyer must shred"""
