,prefix,continuation,surprisals
68,Our neighbor reminded us that she remembers that the tow truck hauled the wagon out of, the,0.400685459
69,Our neighbor reminded us that she remembers that the tow truck hauled the wagon out of the, ditch,4.056241989
70,The shop owner told me that the baker forgot that the restaurant prepared a new recipe, earlier,6.615992069
71,The shop owner told me that the baker forgot that the restaurant prepared a new recipe earlier, that,2.380754709
72,The shop owner told me that the baker forgot that the restaurant prepared a new recipe earlier that, week,3.429293394
73,My sister told me that our mother remembers that the newspaper published a scandalous story, last,4.707719803
74,My sister told me that our mother remembers that the newspaper published a scandalous story last, month,2.138432503
75,We remember that the judge decided that the lawyer must shred the evidence, before,2.643337011
76,We remember that the judge decided that the lawyer must shred the evidence before, the,1.717349529
77,We remember that the judge decided that the lawyer must shred the evidence before the, trial,2.334248781
78,I know that my brother said that our aunt devoured, at,6.756604671
79,I know that my brother said that our aunt devoured at, the,2.299242973
80,I know that my brother said that our aunt devoured at the, party,6.635902405
81,My neighbor told me that the fireman believes that the dog caught, in,3.111445665
82,My neighbor told me that the fireman believes that the dog caught in, the,0.137255192
83,My neighbor told me that the fireman believes that the dog caught in the, garage,5.61839819
84,I know that our assistant believes that the committee delivered, by,6.131306171
85,I know that our assistant believes that the committee delivered by, the,1.541525364
86,I know that our assistant believes that the committee delivered by the, deadline,7.680506706
87,You remember that I discovered that the water ruined, during,7.973242283
88,You remember that I discovered that the water ruined during, the,0.932401657
89,You remember that I discovered that the water ruined during the, flood,5.066448689
90,She told me that the teacher suspects that the star student stole, last,9.156517982
91,She told me that the teacher suspects that the star student stole last, semester,4.708911896
92,She knows that the expert can tell that the collector forged, with,6.047181606
93,She knows that the expert can tell that the collector forged with, the,1.914766431
94,She knows that the expert can tell that the collector forged with the, help,4.027819157
95,She knows that the expert can tell that the collector forged with the help, of,0.009053138
96,She knows that the expert can tell that the collector forged with the help of, modern,7.546598911
97,She knows that the expert can tell that the collector forged with the help of modern, technology,1.959064364
98,We all remember that the politician said that the convict smuggled, into,3.789848804
99,We all remember that the politician said that the convict smuggled into, the,1.252843618
100,We all remember that the politician said that the convict smuggled into the, prison,3.040642023
101,My friend reported that the banker predicts that the company will sell, next,7.668493748
102,My friend reported that the banker predicts that the company will sell next, quarter,4.376037121
105,She can guess that our friend predicts that the movie star will be awarded, for,5.112121105
106,She can guess that our friend predicts that the movie star will be awarded for, her,2.500905752
107,She can guess that our friend predicts that the movie star will be awarded for her, hard,4.909380436
108,She can guess that our friend predicts that the movie star will be awarded for her hard, work,0.170577362
109,The newspaper reported that the police know that the suspect killed, in,2.994751692
110,The newspaper reported that the police know that the suspect killed in, the,0.388721257
111,The newspaper reported that the police know that the suspect killed in the, middle,8.580684662
112,The newspaper reported that the police know that the suspect killed in the middle, of,0.032630835
113,The newspaper reported that the police know that the suspect killed in the middle of, the,0.405582935
114,The newspaper reported that the police know that the suspect killed in the middle of the, night,1.09792757
115,We recall that the old lady heard that the hot tea warmed, after,7.608877659
116,We recall that the old lady heard that the hot tea warmed after, the,1.5888834
117,We recall that the old lady heard that the hot tea warmed after the, shocking,11.2902832
118,We recall that the old lady heard that the hot tea warmed after the shocking, incident,2.297616005
119,I remember that the doctor decided that the nurse should administer, to,5.698711872
120,I remember that the doctor decided that the nurse should administer to, the,1.024976254
121,I remember that the doctor decided that the nurse should administer to the, sick,5.93797636
122,I remember that the doctor decided that the nurse should administer to the sick, patient,3.032128811
123,Our friend guessed that my friend discovered that the gossip column revealed, to,4.175802708
124,Our friend guessed that my friend discovered that the gossip column revealed to, the,2.804423571
125,Our friend guessed that my friend discovered that the gossip column revealed to the, whole,4.866100311
126,Our friend guessed that my friend discovered that the gossip column revealed to the whole, town,4.421863556
127,The mayor told me that the town clerk heard that the town repaired, over,6.933139801
128,The mayor told me that the town clerk heard that the town repaired over, the,1.931261301
129,The mayor told me that the town clerk heard that the town repaired over the, summer,3.818056345
134,The newspaper said that the bureaucrat discovered that the manager followed, during,9.041484833
135,The newspaper said that the bureaucrat discovered that the manager followed during, the,1.477827311
136,The newspaper said that the bureaucrat discovered that the manager followed during the, financial,7.762208462
137,The newspaper said that the bureaucrat discovered that the manager followed during the financial, crisis,0.93113935
138,Our neighbor said that the professor intuits that the student despised, last,10.07762814
139,Our neighbor said that the professor intuits that the student despised last, semester,3.693808794
140,My friend told me that the consultant assumes that the university hired, last,9.088440895
141,My friend told me that the consultant assumes that the university hired last, week,2.62241888
142,She can not believe that I forgot that my good friend married, last,7.424930573
143,She can not believe that I forgot that my good friend married last, winter,5.762726307
144,Our neighbor reminded us that she remembers that the tow truck hauled, out,4.076568127
145,Our neighbor reminded us that she remembers that the tow truck hauled out, of,1.521616936
146,Our neighbor reminded us that she remembers that the tow truck hauled out of, the,1.032121181
147,Our neighbor reminded us that she remembers that the tow truck hauled out of the, ditch,5.333583832
148,The shop owner told me that the baker forgot that the restaurant prepared, earlier,10.13727188
149,The shop owner told me that the baker forgot that the restaurant prepared earlier, that,2.724330425
150,The shop owner told me that the baker forgot that the restaurant prepared earlier that, week,3.76360774
151,My sister told me that our mother remembers that the newspaper published, last,7.661080837
152,My sister told me that our mother remembers that the newspaper published last, month,2.186306715
153,We remember that the judge decided that the lawyer must shred, before,7.190442562
154,We remember that the judge decided that the lawyer must shred before, the,1.813589573
155,We remember that the judge decided that the lawyer must shred before the, trial,2.626814365
156,I know that my brother said whether our aunt devoured the cake, at,4.846103668
157,I know that my brother said whether our aunt devoured the cake at, the,1.361754179
158,I know that my brother said whether our aunt devoured the cake at the, party,3.606585264
159,My neighbor told me that the fireman believes whether the dog caught the cat, in,3.309775352
160,My neighbor told me that the fireman believes whether the dog caught the cat in, the,0.425649434
161,My neighbor told me that the fireman believes whether the dog caught the cat in the, garage,5.006260395
162,I know that our assistant believes whether the committee delivered the report, by,5.119894028
163,I know that our assistant believes whether the committee delivered the report by, the,1.525263548
164,I know that our assistant believes whether the committee delivered the report by the, deadline,3.534070969
165,You remember that I discovered whether the water ruined the new carpet, during,6.936116695
166,You remember that I discovered whether the water ruined the new carpet during, the,0.949866116
167,You remember that I discovered whether the water ruined the new carpet during the, flood,5.942876339
168,She told me that the teacher suspects whether the star student stole answers to the test, last,8.059733391
169,She told me that the teacher suspects whether the star student stole answers to the test last, semester,4.134861946
170,She knows that the expert can tell whether the collector forged the painting, with,4.455775261
171,She knows that the expert can tell whether the collector forged the painting with, the,1.708178282
172,She knows that the expert can tell whether the collector forged the painting with the, help,2.521181822
173,She knows that the expert can tell whether the collector forged the painting with the help, of,0.005823189
174,She knows that the expert can tell whether the collector forged the painting with the help of, modern,6.565362453
175,She knows that the expert can tell whether the collector forged the painting with the help of modern, technology,2.105968952
176,We all remember that the politician said whether the convict smuggled a gun, into,2.468562603
177,We all remember that the politician said whether the convict smuggled a gun into, the,0.894187152
178,We all remember that the politician said whether the convict smuggled a gun into the, prison,2.170809031
179,My friend reported that the banker predicts whether the company will sell multiple assets, next,5.591344357
180,My friend reported that the banker predicts whether the company will sell multiple assets next, quarter,4.392062187
183,She can guess that our friend predicts whether the movie star will be awarded an oscar, for,3.000906467
184,She can guess that our friend predicts whether the movie star will be awarded an oscar for, her,2.357564449
185,She can guess that our friend predicts whether the movie star will be awarded an oscar for her, hard,6.522531033
186,She can guess that our friend predicts whether the movie star will be awarded an oscar for her hard, work,0.922341287
187,The newspaper reported that the police know whether the suspect killed the witness, in,3.598760843
188,The newspaper reported that the police know whether the suspect killed the witness in, the,0.945127368
189,The newspaper reported that the police know whether the suspect killed the witness in the, middle,6.155632973
190,The newspaper reported that the police know whether the suspect killed the witness in the middle, of,0.017776076
191,The newspaper reported that the police know whether the suspect killed the witness in the middle of, the,0.251408517
192,The newspaper reported that the police know whether the suspect killed the witness in the middle of the, night,0.547033548
193,We recall that the old lady heard whether the hot tea warmed the young girl, after,6.804813862
194,We recall that the old lady heard whether the hot tea warmed the young girl after, the,1.790573478
195,We recall that the old lady heard whether the hot tea warmed the young girl after the, shocking,10.72575188
196,We recall that the old lady heard whether the hot tea warmed the young girl after the shocking, incident,1.146436334
197,I remember that the doctor decided whether the nurse should administer the new medicine, to,2.572598219
198,I remember that the doctor decided whether the nurse should administer the new medicine to, the,1.190682411
199,I remember that the doctor decided whether the nurse should administer the new medicine to the, sick,5.429412842
200,I remember that the doctor decided whether the nurse should administer the new medicine to the sick, patient,2.386246681
201,Our friend guessed that my friend discovered whether the gossip column revealed family secrets, to,3.763431072
202,Our friend guessed that my friend discovered whether the gossip column revealed family secrets to, the,2.384409904
203,Our friend guessed that my friend discovered whether the gossip column revealed family secrets to the, whole,5.646029949
204,Our friend guessed that my friend discovered whether the gossip column revealed family secrets to the whole, town,4.530460835
205,The mayor told me that the town clerk heard whether the town repaired the parking lot, over,7.043411255
206,The mayor told me that the town clerk heard whether the town repaired the parking lot over, the,0.506296754
207,The mayor told me that the town clerk heard whether the town repaired the parking lot over the, summer,2.075833797
212,The newspaper said that the bureaucrat discovered whether the manager followed company regulations, during,5.18286705
213,The newspaper said that the bureaucrat discovered whether the manager followed company regulations during, the,1.100641012
214,The newspaper said that the bureaucrat discovered whether the manager followed company regulations during the, financial,6.76012373
215,The newspaper said that the bureaucrat discovered whether the manager followed company regulations during the financial, crisis,0.933527768
216,Our neighbor said that the professor intuits whether the student despised the assigned materials, last,9.347055435
217,Our neighbor said that the professor intuits whether the student despised the assigned materials last, semester,2.303108215
218,My friend told me that the consultant assumes whether the university hired a new administrator, last,7.505982876
219,My friend told me that the consultant assumes whether the university hired a new administrator last, week,2.91639185
220,She can not believe that I forgot whether my good friend married my cousin, last,6.438957214
221,She can not believe that I forgot whether my good friend married my cousin last, winter,5.502355099
222,Our neighbor reminded us that she remembers whether the tow truck hauled the wagon, out,4.467763901
223,Our neighbor reminded us that she remembers whether the tow truck hauled the wagon out, of,0.520036876
224,Our neighbor reminded us that she remembers whether the tow truck hauled the wagon out of, the,0.384853482
225,Our neighbor reminded us that she remembers whether the tow truck hauled the wagon out of the, ditch,3.946639299
226,The shop owner told me that the baker forgot whether the restaurant prepared a new recipe, earlier,7.585649967
227,The shop owner told me that the baker forgot whether the restaurant prepared a new recipe earlier, that,2.969143867
228,The shop owner told me that the baker forgot whether the restaurant prepared a new recipe earlier that, week,3.598936558
229,My sister told me that our mother remembers whether the newspaper published a scandalous story, last,7.065081596
230,My sister told me that our mother remembers whether the newspaper published a scandalous story last, month,2.297981739
231,We remember that the judge decided whether the lawyer must shred the evidence, before,3.039437294
232,We remember that the judge decided whether the lawyer must shred the evidence before, the,1.96429944
233,We remember that the judge decided whether the lawyer must shred the evidence before the, trial,2.139066935
234,I know that my brother said whether our aunt devoured, at,7.321632385
235,I know that my brother said whether our aunt devoured at, the,2.009343386
236,I know that my brother said whether our aunt devoured at the, party,6.282401085
237,My neighbor told me that the fireman believes whether the dog caught, in,2.784032345
238,My neighbor told me that the fireman believes whether the dog caught in, the,0.169709101
239,My neighbor told me that the fireman believes whether the dog caught in the, garage,5.413365841
240,I know that our assistant believes whether the committee delivered, by,5.889642715
241,I know that our assistant believes whether the committee delivered by, the,2.093481541
242,I know that our assistant believes whether the committee delivered by the, deadline,4.906861782
243,You remember that I discovered whether the water ruined, during,8.931136131
244,You remember that I discovered whether the water ruined during, the,0.961153567
245,You remember that I discovered whether the water ruined during the, flood,4.388838768
246,She told me that the teacher suspects whether the star student stole, last,9.60951519
247,She told me that the teacher suspects whether the star student stole last, semester,4.506234169
248,She knows that the expert can tell whether the collector forged, with,6.220383644
249,She knows that the expert can tell whether the collector forged with, the,1.876404643
250,She knows that the expert can tell whether the collector forged with the, help,4.422504902
251,She knows that the expert can tell whether the collector forged with the help, of,0.007557867
252,She knows that the expert can tell whether the collector forged with the help of, modern,6.909125805
253,She knows that the expert can tell whether the collector forged with the help of modern, technology,1.961198807
254,We all remember that the politician said whether the convict smuggled, into,4.427536011
255,We all remember that the politician said whether the convict smuggled into, the,1.1692909
256,We all remember that the politician said whether the convict smuggled into the, prison,3.370561361
257,My friend reported that the banker predicts whether the company will sell, next,6.167162895
258,My friend reported that the banker predicts whether the company will sell next, quarter,4.616961479
261,She can guess that our friend predicts whether the movie star will be awarded, for,4.898510456
262,She can guess that our friend predicts whether the movie star will be awarded for, her,2.504312992
263,She can guess that our friend predicts whether the movie star will be awarded for her, hard,5.3603549
264,She can guess that our friend predicts whether the movie star will be awarded for her hard, work,0.404386699
265,The newspaper reported that the police know whether the suspect killed, in,4.647907734
266,The newspaper reported that the police know whether the suspect killed in, the,0.395885557
267,The newspaper reported that the police know whether the suspect killed in the, middle,8.938576698
268,The newspaper reported that the police know whether the suspect killed in the middle, of,0.036410712
269,The newspaper reported that the police know whether the suspect killed in the middle of, the,0.447398633
270,The newspaper reported that the police know whether the suspect killed in the middle of the, night,1.156371951
271,We recall that the old lady heard whether the hot tea warmed, after,7.075546741
272,We recall that the old lady heard whether the hot tea warmed after, the,1.588695168
273,We recall that the old lady heard whether the hot tea warmed after the, shocking,11.42024136
274,We recall that the old lady heard whether the hot tea warmed after the shocking, incident,2.176065207
275,I remember that the doctor decided whether the nurse should administer, to,5.626578808
276,I remember that the doctor decided whether the nurse should administer to, the,1.265233636
277,I remember that the doctor decided whether the nurse should administer to the, sick,5.964195251
278,I remember that the doctor decided whether the nurse should administer to the sick, patient,2.721654415
279,Our friend guessed that my friend discovered whether the gossip column revealed, to,4.728743553
280,Our friend guessed that my friend discovered whether the gossip column revealed to, the,2.423790455
281,Our friend guessed that my friend discovered whether the gossip column revealed to the, whole,5.300446033
282,Our friend guessed that my friend discovered whether the gossip column revealed to the whole, town,4.516030788
283,The mayor told me that the town clerk heard whether the town repaired, over,7.633826733
284,The mayor told me that the town clerk heard whether the town repaired over, the,1.533915043
285,The mayor told me that the town clerk heard whether the town repaired over the, summer,3.399891615
290,The newspaper said that the bureaucrat discovered whether the manager followed, during,9.641535759
291,The newspaper said that the bureaucrat discovered whether the manager followed during, the,1.25712049
292,The newspaper said that the bureaucrat discovered whether the manager followed during the, financial,7.493367672
293,The newspaper said that the bureaucrat discovered whether the manager followed during the financial, crisis,1.210528255
294,Our neighbor said that the professor intuits whether the student despised, last,10.26718521
295,Our neighbor said that the professor intuits whether the student despised last, semester,4.11508894
296,My friend told me that the consultant assumes whether the university hired, last,9.387551308
297,My friend told me that the consultant assumes whether the university hired last, week,2.596995115
298,She can not believe that I forgot whether my good friend married, last,7.338809967
299,She can not believe that I forgot whether my good friend married last, winter,6.117331028
300,Our neighbor reminded us that she remembers whether the tow truck hauled, out,4.286273003
301,Our neighbor reminded us that she remembers whether the tow truck hauled out, of,2.285462379
302,Our neighbor reminded us that she remembers whether the tow truck hauled out of, the,0.877133906
303,Our neighbor reminded us that she remembers whether the tow truck hauled out of the, ditch,4.896678925
304,The shop owner told me that the baker forgot whether the restaurant prepared, earlier,10.7505579
305,The shop owner told me that the baker forgot whether the restaurant prepared earlier, that,4.084451199
306,The shop owner told me that the baker forgot whether the restaurant prepared earlier that, week,3.918851137
307,My sister told me that our mother remembers whether the newspaper published, last,8.675732613
308,My sister told me that our mother remembers whether the newspaper published last, month,2.278868675
309,We remember that the judge decided whether the lawyer must shred, before,7.54312849
310,We remember that the judge decided whether the lawyer must shred before, the,1.763824701
311,We remember that the judge decided whether the lawyer must shred before the, trial,2.423908949
