,surprisals,prefix,continuation
41,3.4748497,We recall that the blogger drafted a critique late in the<extra_id_0> ,afternoon
42,6.04377,I remember that the politician wrote a diatribe<extra_id_0> ,yesterday
43,4.8843274,I remember that the politician wrote a diatribe yesterday<extra_id_0> ,night
44,6.8441057,Our friend guessed that we saw a picture<extra_id_0> ,yesterday
45,6.1511917,Our friend guessed that we saw a picture yesterday<extra_id_0> ,afternoon
46,8.099516,The mayor told me that the newspapers printed a photograph<extra_id_0> ,two
47,1.668285,The mayor told me that the newspapers printed a photograph two<extra_id_0> ,days
48,1.2456584,The mayor told me that the newspapers printed a photograph two days<extra_id_0> ,after
49,1.1227643,The mayor told me that the newspapers printed a photograph two days after<extra_id_0> ,the
50,7.148355,The mayor told me that the newspapers printed a photograph two days after the<extra_id_0> ,battle
51,7.054411,My friend remembers that the monk penned a description<extra_id_0> ,over
52,1.672127,My friend remembers that the monk penned a description over<extra_id_0> ,a
53,2.5805757,My friend remembers that the monk penned a description over a<extra_id_0> ,year
54,0.36869207,My friend remembers that the monk penned a description over a year<extra_id_0> ,ago
55,8.047397,The newspaper said that I picked out the present<extra_id_0> ,while
56,1.5491595,The newspaper said that I picked out the present while<extra_id_0> ,I
57,0.73594826,The newspaper said that I picked out the present while I<extra_id_0> ,was
58,3.5123684,The newspaper said that I picked out the present while I was<extra_id_0> ,on
59,1.1958776,The newspaper said that I picked out the present while I was on<extra_id_0> ,vacation
60,5.996394,Our neighbor said that she won the argument<extra_id_0> ,yesterday
61,5.2119145,My friend told me that he wrote a proposal<extra_id_0> ,last
62,6.2504644,My friend told me that he wrote a proposal last<extra_id_0> ,evening
63,3.0904887,She can not believe that we attended a conference<extra_id_0> ,last
64,5.788105,She can not believe that we attended a conference last<extra_id_0> ,spring
65,8.7655945,I know that your tears signaled<extra_id_0> ,last
66,1.1391083,I know that your tears signaled last<extra_id_0> ,night
67,6.904418,I remember that we all pitched in to buy<extra_id_0> ,at
68,1.4238098,I remember that we all pitched in to buy at<extra_id_0> ,the
69,5.055178,I remember that we all pitched in to buy at the<extra_id_0> ,last
70,2.8676498,I remember that we all pitched in to buy at the last<extra_id_0> ,minute
71,6.613296,The newspaper reported that the critics reviewed<extra_id_0> ,in
72,1.2944312,The newspaper reported that the critics reviewed in<extra_id_0> ,the
73,5.1239614,The newspaper reported that the critics reviewed in the<extra_id_0> ,press
74,11.204704,I know that the family bought<extra_id_0> ,sometime
75,3.9737878,I know that the family bought sometime<extra_id_0> ,last
76,0.5062376,I know that the family bought sometime last<extra_id_0> ,year
77,8.407805,You remember that the spy sold<extra_id_0> ,much
78,4.487277,You remember that the spy sold much<extra_id_0> ,to
79,5.417741,You remember that the spy sold much to<extra_id_0> ,our
80,7.996258,You remember that the spy sold much to our<extra_id_0> ,regret
81,10.355549,She told me that he has had<extra_id_0> ,ever
82,1.8081326,She told me that he has had ever<extra_id_0> ,since
83,2.2148323,She told me that he has had ever since<extra_id_0> ,he
84,0.57815754,She told me that he has had ever since he<extra_id_0> ,was
85,4.7265444,She told me that he has had ever since he was<extra_id_0> ,young
86,8.908905,She knows that the doorman accepted<extra_id_0> ,last
87,5.3158116,She knows that the doorman accepted last<extra_id_0> ,Tuesday
88,5.834521,We all remember that the mailman lost<extra_id_0> ,in
89,1.2701988,We all remember that the mailman lost in<extra_id_0> ,the
90,9.147785,We all remember that the mailman lost in the<extra_id_0> ,holiday
91,4.3033094,We all remember that the mailman lost in the holiday<extra_id_0> ,rush
92,8.747529,My friend reported that we listened to<extra_id_0> ,yesterday
93,3.338898,My friend reported that we listened to yesterday<extra_id_0> ,night
94,4.733115,I have an idea about that I saw<extra_id_0> ,last
95,2.1370986,I have an idea about that I saw last<extra_id_0> ,night
96,7.444864,She can guess that my friend wrote<extra_id_0> ,over
97,2.122828,She can guess that my friend wrote over<extra_id_0> ,the
98,2.8246477,She can guess that my friend wrote over the<extra_id_0> ,weekend
99,9.353544,The newspaper reported that she made the salad dressing from<extra_id_0> ,every
100,6.4182434,The newspaper reported that she made the salad dressing from every<extra_id_0> ,time
101,1.0759535,The newspaper reported that she made the salad dressing from every time<extra_id_0> ,she
102,4.3597803,The newspaper reported that she made the salad dressing from every time she<extra_id_0> ,cooked
103,10.590235,We recall that the blogger drafted<extra_id_0> ,late
104,3.9344087,We recall that the blogger drafted late<extra_id_0> ,in
105,1.097086,We recall that the blogger drafted late in<extra_id_0> ,the
106,4.570729,We recall that the blogger drafted late in the<extra_id_0> ,afternoon
107,7.431728,I remember that the politician wrote<extra_id_0> ,yesterday
108,5.587101,I remember that the politician wrote yesterday<extra_id_0> ,night
109,8.6710825,Our friend guessed that we saw<extra_id_0> ,yesterday
110,6.3160553,Our friend guessed that we saw yesterday<extra_id_0> ,afternoon
111,5.0490713,The mayor told me that the newspapers printed<extra_id_0> ,two
112,3.4963021,The mayor told me that the newspapers printed two<extra_id_0> ,days
113,2.3963878,The mayor told me that the newspapers printed two days<extra_id_0> ,after
114,1.1082284,The mayor told me that the newspapers printed two days after<extra_id_0> ,the
115,6.8942413,The mayor told me that the newspapers printed two days after the<extra_id_0> ,battle
116,7.075019,My friend remembers that the monk penned<extra_id_0> ,over
117,2.0349798,My friend remembers that the monk penned over<extra_id_0> ,a
118,3.5220976,My friend remembers that the monk penned over a<extra_id_0> ,year
119,0.70514333,My friend remembers that the monk penned over a year<extra_id_0> ,ago
120,8.794776,The newspaper said that I picked out<extra_id_0> ,while
121,1.7771289,The newspaper said that I picked out while<extra_id_0> ,I
122,0.93213093,The newspaper said that I picked out while I<extra_id_0> ,was
123,3.299168,The newspaper said that I picked out while I was<extra_id_0> ,on
124,1.0161879,The newspaper said that I picked out while I was on<extra_id_0> ,vacation
125,9.465182,Our neighbor said that she won<extra_id_0> ,yesterday
126,7.813586,My friend told me that he wrote<extra_id_0> ,last
127,6.591635,My friend told me that he wrote last<extra_id_0> ,evening
128,6.6552544,She can not believe that we attended<extra_id_0> ,last
129,6.0951324,She can not believe that we attended last<extra_id_0> ,spring
130,8.317404,I know what your tears signaled an indication<extra_id_0> ,last
131,1.5514623,I know what your tears signaled an indication last<extra_id_0> ,night
132,5.330689,I remember what we all pitched in to buy the gift<extra_id_0> ,at
133,1.0627929,I remember what we all pitched in to buy the gift at<extra_id_0> ,the
134,5.1921387,I remember what we all pitched in to buy the gift at the<extra_id_0> ,last
135,2.056708,I remember what we all pitched in to buy the gift at the last<extra_id_0> ,minute
136,4.2262745,The newspaper reported what the critics reviewed the novel<extra_id_0> ,in
137,1.1829122,The newspaper reported what the critics reviewed the novel in<extra_id_0> ,the
138,4.2671075,The newspaper reported what the critics reviewed the novel in the<extra_id_0> ,press
139,11.58088,I know what the family bought the painting<extra_id_0> ,sometime
140,3.6757212,I know what the family bought the painting sometime<extra_id_0> ,last
141,0.64315945,I know what the family bought the painting sometime last<extra_id_0> ,year
142,9.5243635,You remember what the spy sold the instructions<extra_id_0> ,much
143,4.078455,You remember what the spy sold the instructions much<extra_id_0> ,to
144,4.6980314,You remember what the spy sold the instructions much to<extra_id_0> ,our
145,6.2949767,You remember what the spy sold the instructions much to our<extra_id_0> ,regret
146,8.467016,She told me what he has had an allergy<extra_id_0> ,ever
147,0.86458254,She told me what he has had an allergy ever<extra_id_0> ,since
148,1.8411126,She told me what he has had an allergy ever since<extra_id_0> ,he
149,0.8825555,She told me what he has had an allergy ever since he<extra_id_0> ,was
150,4.9636207,She told me what he has had an allergy ever since he was<extra_id_0> ,young
151,6.9326415,She knows what the doorman accepted the delivery<extra_id_0> ,last
152,4.841045,She knows what the doorman accepted the delivery last<extra_id_0> ,Tuesday
153,3.3992927,We all remember what the mailman lost the package<extra_id_0> ,in
154,1.1865643,We all remember what the mailman lost the package in<extra_id_0> ,the
155,8.596867,We all remember what the mailman lost the package in the<extra_id_0> ,holiday
156,4.333064,We all remember what the mailman lost the package in the holiday<extra_id_0> ,rush
157,6.464938,My friend reported what we listened to the symphony<extra_id_0> ,yesterday
158,3.8571827,My friend reported what we listened to the symphony yesterday<extra_id_0> ,night
159,6.1943727,I have an idea about what I saw the play<extra_id_0> ,last
160,1.3144903,I have an idea about what I saw the play last<extra_id_0> ,night
161,7.479609,She can guess what my friend wrote a forward<extra_id_0> ,over
162,2.0439405,She can guess what my friend wrote a forward over<extra_id_0> ,the
163,3.5311508,She can guess what my friend wrote a forward over the<extra_id_0> ,weekend
164,12.05351,The newspaper reported what she made the salad dressing from a mix<extra_id_0> ,every
165,2.298931,The newspaper reported what she made the salad dressing from a mix every<extra_id_0> ,time
166,0.9189778,The newspaper reported what she made the salad dressing from a mix every time<extra_id_0> ,she
167,4.3457484,The newspaper reported what she made the salad dressing from a mix every time she<extra_id_0> ,cooked
168,10.723845,We recall what the blogger drafted a critique<extra_id_0> ,late
169,1.9543347,We recall what the blogger drafted a critique late<extra_id_0> ,in
170,0.6523491,We recall what the blogger drafted a critique late in<extra_id_0> ,the
171,3.64765,We recall what the blogger drafted a critique late in the<extra_id_0> ,afternoon
172,7.184607,I remember what the politician wrote a diatribe<extra_id_0> ,yesterday
173,5.3377404,I remember what the politician wrote a diatribe yesterday<extra_id_0> ,night
174,6.6302257,Our friend guessed what we saw a picture<extra_id_0> ,yesterday
175,6.0705137,Our friend guessed what we saw a picture yesterday<extra_id_0> ,afternoon
176,7.8018928,The mayor told me what the newspapers printed a photograph<extra_id_0> ,two
177,2.1262574,The mayor told me what the newspapers printed a photograph two<extra_id_0> ,days
178,2.1484869,The mayor told me what the newspapers printed a photograph two days<extra_id_0> ,after
179,1.4538342,The mayor told me what the newspapers printed a photograph two days after<extra_id_0> ,the
180,7.066639,The mayor told me what the newspapers printed a photograph two days after the<extra_id_0> ,battle
181,6.479556,My friend remembers what the monk penned a description<extra_id_0> ,over
182,1.6643603,My friend remembers what the monk penned a description over<extra_id_0> ,a
183,2.6157346,My friend remembers what the monk penned a description over a<extra_id_0> ,year
184,0.18996707,My friend remembers what the monk penned a description over a year<extra_id_0> ,ago
185,7.943351,The newspaper said what I picked out the present<extra_id_0> ,while
186,1.5620295,The newspaper said what I picked out the present while<extra_id_0> ,I
187,1.3402108,The newspaper said what I picked out the present while I<extra_id_0> ,was
188,3.4038093,The newspaper said what I picked out the present while I was<extra_id_0> ,on
189,1.909574,The newspaper said what I picked out the present while I was on<extra_id_0> ,vacation
190,7.2025137,Our neighbor said what she won the argument<extra_id_0> ,yesterday
191,6.4117703,My friend told me what he wrote a proposal<extra_id_0> ,last
192,6.416299,My friend told me what he wrote a proposal last<extra_id_0> ,evening
193,4.4078417,She can not believe what we attended a conference<extra_id_0> ,last
194,6.0684776,She can not believe what we attended a conference last<extra_id_0> ,spring
195,7.034417,I know what your tears signaled<extra_id_0> ,last
196,0.7202781,I know what your tears signaled last<extra_id_0> ,night
197,5.8177547,I remember what we all pitched in to buy<extra_id_0> ,at
198,1.1125789,I remember what we all pitched in to buy at<extra_id_0> ,the
199,5.2404094,I remember what we all pitched in to buy at the<extra_id_0> ,last
200,3.4930403,I remember what we all pitched in to buy at the last<extra_id_0> ,minute
201,3.7762897,The newspaper reported what the critics reviewed<extra_id_0> ,in
202,1.0437702,The newspaper reported what the critics reviewed in<extra_id_0> ,the
203,4.465359,The newspaper reported what the critics reviewed in the<extra_id_0> ,press
204,11.941538,I know what the family bought<extra_id_0> ,sometime
205,3.298139,I know what the family bought sometime<extra_id_0> ,last
206,0.65926826,I know what the family bought sometime last<extra_id_0> ,year
207,10.726365,You remember what the spy sold<extra_id_0> ,much
208,3.9326143,You remember what the spy sold much<extra_id_0> ,to
209,5.5212803,You remember what the spy sold much to<extra_id_0> ,our
210,7.4868894,You remember what the spy sold much to our<extra_id_0> ,regret
211,7.767596,She told me what he has had<extra_id_0> ,ever
212,3.6321764,She told me what he has had ever<extra_id_0> ,since
213,2.3053567,She told me what he has had ever since<extra_id_0> ,he
214,1.132446,She told me what he has had ever since he<extra_id_0> ,was
215,4.5344925,She told me what he has had ever since he was<extra_id_0> ,young
216,6.4245653,She knows what the doorman accepted<extra_id_0> ,last
217,5.0080943,She knows what the doorman accepted last<extra_id_0> ,Tuesday
218,2.3855128,We all remember what the mailman lost<extra_id_0> ,in
219,1.287468,We all remember what the mailman lost in<extra_id_0> ,the
220,8.771019,We all remember what the mailman lost in the<extra_id_0> ,holiday
221,3.8781083,We all remember what the mailman lost in the holiday<extra_id_0> ,rush
222,4.055624,My friend reported what we listened to<extra_id_0> ,yesterday
223,3.9315586,My friend reported what we listened to yesterday<extra_id_0> ,night
224,4.137797,I have an idea about what I saw<extra_id_0> ,last
225,1.3509728,I have an idea about what I saw last<extra_id_0> ,night
226,6.7442255,She can guess what my friend wrote<extra_id_0> ,over
227,1.6624033,She can guess what my friend wrote over<extra_id_0> ,the
228,1.6907752,She can guess what my friend wrote over the<extra_id_0> ,weekend
229,9.158107,The newspaper reported what she made the salad dressing from<extra_id_0> ,every
230,5.8294067,The newspaper reported what she made the salad dressing from every<extra_id_0> ,time
231,1.0929939,The newspaper reported what she made the salad dressing from every time<extra_id_0> ,she
232,4.601286,The newspaper reported what she made the salad dressing from every time she<extra_id_0> ,cooked
233,9.927697,We recall what the blogger drafted<extra_id_0> ,late
234,2.4298744,We recall what the blogger drafted late<extra_id_0> ,in
235,0.71547514,We recall what the blogger drafted late in<extra_id_0> ,the
236,3.8435733,We recall what the blogger drafted late in the<extra_id_0> ,afternoon
237,4.4390187,I remember what the politician wrote<extra_id_0> ,yesterday
238,5.9464016,I remember what the politician wrote yesterday<extra_id_0> ,night
239,4.799973,Our friend guessed what we saw<extra_id_0> ,yesterday
240,6.0205927,Our friend guessed what we saw yesterday<extra_id_0> ,afternoon
241,6.8463335,The mayor told me what the newspapers printed<extra_id_0> ,two
242,1.411555,The mayor told me what the newspapers printed two<extra_id_0> ,days
243,2.0292768,The mayor told me what the newspapers printed two days<extra_id_0> ,after
244,1.5520797,The mayor told me what the newspapers printed two days after<extra_id_0> ,the
245,6.815545,The mayor told me what the newspapers printed two days after the<extra_id_0> ,battle
246,5.873774,My friend remembers what the monk penned<extra_id_0> ,over
247,2.0544896,My friend remembers what the monk penned over<extra_id_0> ,a
248,3.3042374,My friend remembers what the monk penned over a<extra_id_0> ,year
249,0.18341796,My friend remembers what the monk penned over a year<extra_id_0> ,ago
250,7.277459,The newspaper said what I picked out<extra_id_0> ,while
251,1.7212799,The newspaper said what I picked out while<extra_id_0> ,I
252,0.87134695,The newspaper said what I picked out while I<extra_id_0> ,was
253,3.3469138,The newspaper said what I picked out while I was<extra_id_0> ,on
254,1.2557766,The newspaper said what I picked out while I was on<extra_id_0> ,vacation
255,8.251378,Our neighbor said what she won<extra_id_0> ,yesterday
256,5.371976,My friend told me what he wrote<extra_id_0> ,last
257,5.65785,My friend told me what he wrote last<extra_id_0> ,evening
258,5.23309,She can not believe what we attended<extra_id_0> ,last
259,6.308613,She can not believe what we attended last<extra_id_0> ,spring
